Date,Product_ID,Product_Category,Units_Sold,Unit_Price,Total_Revenue,Stock_Level
2023-06-24,102,Electronics,36,174.26,6273.43,187
2023-06-24,103,Electronics,21,58.19,1221.95,40
2023-06-24,201,Clothing,21,38.67,812.04,192
2023-06-24,202,Clothing,39,224.98,8774.26,158
2023-06-24,203,Clothing,49,30.27,1483.44,21
2023-06-24,301,Groceries,21,10.27,215.75,176
2023-06-24,302,Groceries,16,42.96,687.43,7
2023-06-24,303,Groceries,21,44.24,929.1,31
2023-06-25,101,Electronics,50,56.43,2821.39,26
2023-06-25,102,Electronics,9,270.41,2433.66,71
2023-06-25,103,Electronics,28,207.99,5823.58,93
2023-06-25,201,Clothing,18,316.8,5702.41,4
2023-06-25,202,Clothing,30,56.91,1707.31,29
2023-06-25,203,Clothing,45,175.19,7883.36,85
2023-06-25,301,Groceries,20,33.01,660.22,58
2023-06-25,302,Groceries,27,44.0,1188.03,191
2023-06-25,303,Groceries,20,35.34,706.79,178
2023-06-26,101,Electronics,21,260.52,5470.94,172
2023-06-26,102,Electronics,2,57.76,115.52,4
2023-06-26,103,Electronics,44,210.32,9254.08,180
2023-06-26,201,Clothing,4,398.24,1592.97,70
2023-06-26,202,Clothing,27,402.82,10876.01,15
2023-06-26,203,Clothing,35,335.13,11729.43,78
2023-06-26,301,Groceries,44,34.26,1507.48,191
2023-06-26,302,Groceries,21,33.23,697.78,89
2023-06-26,303,Groceries,41,21.73,890.87,71
2023-06-27,101,Electronics,50,142.46,7122.8,80
2023-06-27,102,Electronics,42,438.75,18427.68,55
2023-06-27,103,Electronics,1,365.02,365.02,96
2023-06-27,201,Clothing,22,164.92,3628.14,70
2023-06-27,202,Clothing,8,383.38,3067.04,145
2023-06-27,203,Clothing,19,12.82,243.65,122
2023-06-27,301,Groceries,29,34.07,988.13,151
2023-06-27,302,Groceries,37,39.86,1474.99,10
2023-06-27,303,Groceries,42,29.76,1250.13,124
2023-06-28,101,Electronics,1,463.54,463.54,33
2023-06-28,102,Electronics,44,284.31,12509.67,116
2023-06-28,103,Electronics,22,49.27,1084.04,176
2023-06-28,201,Clothing,44,125.18,5507.96,138
2023-06-28,202,Clothing,43,318.53,13696.88,57
2023-06-28,203,Clothing,10,28.93,289.35,6
2023-06-28,301,Groceries,3,19.51,58.54,163
2023-06-28,302,Groceries,34,29.5,1002.9,158
2023-06-28,303,Groceries,2,6.74,13.48,55
2023-06-29,101,Electronics,2,53.53,107.07,143
2023-06-29,102,Electronics,6,207.26,1243.55,62
2023-06-29,103,Electronics,5,477.59,2387.97,78
2023-06-29,201,Clothing,3,377.21,1131.64,72
2023-06-29,202,Clothing,36,12.91,464.63,175
2023-06-29,203,Clothing,10,238.42,2384.22,190
2023-06-29,301,Groceries,25,8.03,200.77,102
2023-06-29,302,Groceries,5,32.8,164.02,3
2023-06-29,303,Groceries,10,9.87,98.74,7
2023-06-30,101,Electronics,22,338.41,7445.11,16
2023-06-30,102,Electronics,45,106.01,4770.52,180
2023-06-30,103,Electronics,1,170.16,170.16,105
2023-06-30,201,Clothing,20,390.92,7818.33,38
2023-06-30,202,Clothing,25,18.12,453.08,131
2023-06-30,203,Clothing,50,209.76,10488.02,1
2023-06-30,301,Groceries,30,29.75,892.36,159
2023-06-30,302,Groceries,38,17.41,661.59,26
2023-06-30,303,Groceries,38,16.02,608.77,183
2023-07-01,101,Electronics,5,454.9,2274.51,153
2023-07-01,102,Electronics,44,236.31,10397.66,151
2023-07-01,103,Electronics,34,416.86,14173.14,94
2023-07-01,201,Clothing,42,487.84,20489.41,148
2023-07-01,202,Clothing,9,82.63,743.65,124
2023-07-01,203,Clothing,7,254.2,1779.37,40
2023-07-01,301,Groceries,10,37.07,370.74,75
2023-07-01,302,Groceries,35,34.24,1198.28,103
2023-07-01,303,Groceries,41,49.65,2035.52,18
2023-07-02,101,Electronics,36,36.64,1319.2,182
2023-07-02,102,Electronics,9,241.18,2170.61,168
2023-07-02,103,Electronics,21,406.03,8526.61,153
2023-07-02,201,Clothing,2,326.33,652.66,107
2023-07-02,202,Clothing,18,461.07,8299.31,58
2023-07-02,203,Clothing,14,204.46,2862.49,163
2023-07-02,301,Groceries,29,13.02,377.47,197
2023-07-02,302,Groceries,19,36.87,700.58,174
2023-07-02,303,Groceries,38,45.79,1740.15,69
2023-07-03,101,Electronics,15,369.69,5545.34,94
2023-07-03,102,Electronics,28,455.6,12756.75,144
2023-07-03,103,Electronics,37,88.95,3290.99,63
2023-07-03,201,Clothing,7,68.87,482.06,145
2023-07-03,202,Clothing,34,56.95,1936.3,73
2023-07-03,203,Clothing,6,25.0,149.99,109
2023-07-03,301,Groceries,40,34.37,1374.73,153
2023-07-03,302,Groceries,18,25.44,457.85,82
2023-07-03,303,Groceries,17,21.61,367.37,172
2023-07-04,101,Electronics,22,255.21,5614.6,142
2023-07-04,102,Electronics,14,478.63,6700.84,66
2023-07-04,103,Electronics,15,492.16,7382.35,53
2023-07-04,201,Clothing,14,438.12,6133.65,91
2023-07-04,202,Clothing,5,236.25,1181.25,61
2023-07-04,203,Clothing,47,473.46,22252.61,190
2023-07-04,301,Groceries,7,35.24,246.7,165
2023-07-04,302,Groceries,24,29.49,707.64,44
2023-07-04,303,Groceries,37,12.04,445.3,46
2023-07-05,101,Electronics,16,271.48,4343.7,53
2023-07-05,102,Electronics,35,274.82,9618.77,39
2023-07-05,103,Electronics,33,104.92,3462.38,108
2023-07-05,201,Clothing,46,309.91,14255.94,200
2023-07-05,202,Clothing,27,23.31,629.28,53
2023-07-05,203,Clothing,13,209.52,2723.76,167
2023-07-05,301,Groceries,20,15.68,313.52,23
2023-07-05,302,Groceries,49,10.0,490.2,13
2023-07-05,303,Groceries,30,28.36,850.82,121
2023-07-06,101,Electronics,21,211.17,4434.5,184
2023-07-06,102,Electronics,13,204.28,2655.59,51
2023-07-06,103,Electronics,8,420.87,3366.95,157
2023-07-06,201,Clothing,29,329.04,9542.13,58
2023-07-06,202,Clothing,3,379.55,1138.66,32
2023-07-06,203,Clothing,47,141.48,6649.52,26
2023-07-06,301,Groceries,13,24.92,324.02,141
2023-07-06,302,Groceries,14,6.67,93.32,169
2023-07-06,303,Groceries,9,29.81,268.33,124
2023-07-07,101,Electronics,32,458.35,14667.3,200
2023-07-07,102,Electronics,20,296.07,5921.36,166
2023-07-07,103,Electronics,14,283.31,3966.3,32
2023-07-07,201,Clothing,39,374.58,14608.67,154
2023-07-07,202,Clothing,22,103.5,2277.05,153
2023-07-07,203,Clothing,44,248.31,10925.5,39
2023-07-07,301,Groceries,4,36.34,145.35,36
2023-07-07,302,Groceries,37,27.55,1019.38,134
2023-07-07,303,Groceries,1,44.37,44.37,126
2023-07-08,101,Electronics,44,465.2,20468.61,73
2023-07-08,102,Electronics,9,265.97,2393.74,63
2023-07-08,103,Electronics,15,80.38,1205.71,122
2023-07-08,201,Clothing,44,383.66,16880.87,75
2023-07-08,202,Clothing,15,499.58,7493.76,0
2023-07-08,203,Clothing,50,263.03,13151.55,90
2023-07-08,301,Groceries,11,38.16,419.78,56
2023-07-08,302,Groceries,28,37.04,1037.16,183
2023-07-08,303,Groceries,14,33.7,471.76,164
2023-07-09,101,Electronics,6,109.25,655.5,18
2023-07-09,102,Electronics,33,221.28,7302.25,183
2023-07-09,103,Electronics,30,165.96,4978.77,169
2023-07-09,201,Clothing,33,384.33,12682.92,88
2023-07-09,202,Clothing,40,150.36,6014.48,79
2023-07-09,203,Clothing,47,19.33,908.63,157
2023-07-09,301,Groceries,34,22.37,760.47,138
2023-07-09,302,Groceries,2,44.13,88.25,39
2023-07-09,303,Groceries,17,28.33,481.64,164
2023-07-10,101,Electronics,46,485.84,22348.53,169
2023-07-10,102,Electronics,27,476.1,12854.7,193
2023-07-10,103,Electronics,42,190.18,7987.64,32
2023-07-10,201,Clothing,2,293.65,587.3,39
2023-07-10,202,Clothing,33,387.22,12778.21,128
2023-07-10,203,Clothing,8,255.25,2042.04,28
2023-07-10,301,Groceries,49,8.98,439.94,20
2023-07-10,302,Groceries,17,30.4,516.83,46
2023-07-10,303,Groceries,11,22.86,251.47,7
2023-07-11,101,Electronics,25,227.09,5677.17,34
2023-07-11,102,Electronics,24,83.59,2006.14,24
2023-07-11,103,Electronics,25,113.2,2829.88,58
2023-07-11,201,Clothing,33,287.46,9486.14,35
2023-07-11,202,Clothing,15,235.75,3536.21,196
2023-07-11,203,Clothing,50,40.63,2031.59,95
2023-07-11,301,Groceries,37,5.5,203.64,168
2023-07-11,302,Groceries,31,25.04,776.36,2
2023-07-11,303,Groceries,39,38.92,1517.9,71
2023-07-12,101,Electronics,26,93.45,2429.58,125
2023-07-12,102,Electronics,12,303.62,3643.43,93
2023-07-12,103,Electronics,1,463.02,463.02,168
2023-07-12,201,Clothing,24,382.99,9191.75,188
2023-07-12,202,Clothing,41,172.17,7058.77,25
2023-07-12,203,Clothing,8,450.7,3605.59,146
2023-07-12,301,Groceries,5,47.1,235.51,118
2023-07-12,302,Groceries,15,27.85,417.73,144
2023-07-12,303,Groceries,1,18.22,18.22,57
2023-07-13,101,Electronics,3,416.54,1249.62,23
2023-07-13,102,Electronics,7,29.17,204.21,91
2023-07-13,103,Electronics,33,62.48,2061.68,168
2023-07-13,201,Clothing,34,61.48,2090.38,15
2023-07-13,202,Clothing,32,322.27,10312.53,1
2023-07-13,203,Clothing,35,178.3,6240.54,68
2023-07-13,301,Groceries,50,9.67,483.55,15
2023-07-13,302,Groceries,49,34.69,1699.7,175
2023-07-13,303,Groceries,23,42.37,974.52,55
2023-07-14,101,Electronics,35,94.31,3300.82,7
2023-07-14,102,Electronics,25,380.18,9504.62,8
2023-07-14,103,Electronics,27,432.34,11673.21,17
2023-07-14,201,Clothing,38,473.17,17980.58,50
2023-07-14,202,Clothing,30,418.95,12568.42,78
2023-07-14,203,Clothing,12,387.22,4646.63,161
2023-07-14,301,Groceries,45,40.85,1838.23,139
2023-07-14,302,Groceries,43,40.24,1730.29,189
2023-07-14,303,Groceries,21,20.0,419.99,76
2023-07-15,101,Electronics,32,259.6,8307.21,42
2023-07-15,102,Electronics,30,494.78,14843.43,2
2023-07-15,103,Electronics,34,129.72,4410.57,113
2023-07-15,201,Clothing,17,25.61,435.43,183
2023-07-15,202,Clothing,12,397.53,4770.32,31
2023-07-15,203,Clothing,27,440.17,11884.71,178
2023-07-15,301,Groceries,9,24.56,221.04,81
2023-07-15,302,Groceries,47,41.44,1947.5,76
2023-07-15,303,Groceries,42,46.09,1935.59,198
2023-07-16,101,Electronics,6,427.64,2565.82,15
2023-07-16,102,Electronics,2,475.24,950.49,171
2023-07-16,103,Electronics,26,62.26,1618.87,9
2023-07-16,201,Clothing,7,27.7,193.91,125
2023-07-16,202,Clothing,1,292.32,292.32,171
2023-07-16,203,Clothing,34,227.21,7725.23,57
2023-07-16,301,Groceries,19,11.93,226.73,179
2023-07-16,302,Groceries,20,38.23,764.64,50
2023-07-16,303,Groceries,13,21.37,277.85,145
2023-07-17,101,Electronics,41,274.87,11269.64,28
2023-07-17,102,Electronics,21,51.68,1085.34,145
2023-07-17,103,Electronics,1,361.24,361.24,78
2023-07-17,201,Clothing,36,103.64,3730.87,29
2023-07-17,202,Clothing,41,296.2,12144.14,43
2023-07-17,203,Clothing,7,456.55,3195.88,10
2023-07-17,301,Groceries,2,39.44,78.87,161
2023-07-17,302,Groceries,47,11.95,561.42,61
2023-07-17,303,Groceries,48,41.63,1998.11,32
2023-07-18,101,Electronics,8,451.37,3610.93,77
2023-07-18,102,Electronics,43,389.9,16765.74,106
2023-07-18,103,Electronics,36,84.65,3047.57,88
2023-07-18,201,Clothing,10,62.64,626.45,157
2023-07-18,202,Clothing,26,316.09,8218.24,98
2023-07-18,203,Clothing,21,58.75,1233.81,88
2023-07-18,301,Groceries,49,13.52,662.43,130
2023-07-18,302,Groceries,13,7.2,93.6,30
2023-07-18,303,Groceries,35,6.79,237.78,101
2023-07-19,101,Electronics,4,373.12,1492.49,54
2023-07-19,102,Electronics,11,331.81,3649.92,61
2023-07-19,103,Electronics,44,209.79,9230.66,178
2023-07-19,201,Clothing,22,196.94,4332.59,95
2023-07-19,202,Clothing,12,243.84,2926.06,78
2023-07-19,203,Clothing,8,74.86,598.91,96
2023-07-19,301,Groceries,36,6.68,240.34,82
2023-07-19,302,Groceries,25,46.8,1170.04,66
2023-07-19,303,Groceries,50,42.04,2102.04,40
2023-07-20,101,Electronics,12,485.59,5827.06,71
2023-07-20,102,Electronics,15,431.54,6473.15,41
2023-07-20,103,Electronics,33,282.33,9316.93,190
2023-07-20,201,Clothing,42,32.09,1347.85,45
2023-07-20,202,Clothing,42,299.43,12576.17,49
2023-07-20,203,Clothing,6,199.26,1195.54,17
2023-07-20,301,Groceries,22,12.21,268.52,45
2023-07-20,302,Groceries,41,42.98,1762.06,36
2023-07-20,303,Groceries,34,31.71,1078.13,22
2023-07-21,101,Electronics,27,272.6,7360.21,87
2023-07-21,102,Electronics,18,479.96,8639.24,56
2023-07-21,103,Electronics,17,383.32,6516.5,119
2023-07-21,201,Clothing,14,483.18,6764.56,104
2023-07-21,202,Clothing,27,183.01,4941.25,176
2023-07-21,203,Clothing,5,492.54,2462.69,176
2023-07-21,301,Groceries,31,15.22,471.81,38
2023-07-21,302,Groceries,9,45.12,406.1,4
2023-07-21,303,Groceries,31,10.93,338.69,48
2023-07-22,101,Electronics,11,301.39,3315.27,198
2023-07-22,102,Electronics,37,196.17,7258.39,187
2023-07-22,103,Electronics,26,123.75,3217.41,178
2023-07-22,201,Clothing,32,445.02,14240.72,157
2023-07-22,202,Clothing,5,125.14,625.68,178
2023-07-22,203,Clothing,14,153.45,2148.26,110
2023-07-22,301,Groceries,15,37.39,560.88,115
2023-07-22,302,Groceries,2,22.18,44.37,67
2023-07-22,303,Groceries,40,12.11,484.35,83
2023-07-23,101,Electronics,26,193.78,5038.25,112
2023-07-23,102,Electronics,2,436.57,873.15,21
2023-07-23,103,Electronics,46,37.58,1728.71,10
2023-07-23,201,Clothing,23,329.85,7586.51,148
2023-07-23,202,Clothing,13,88.04,1144.5,109
2023-07-23,203,Clothing,35,286.03,10011.2,113
2023-07-23,301,Groceries,14,48.08,673.14,59
2023-07-23,302,Groceries,36,15.08,543.05,198
2023-07-23,303,Groceries,26,32.26,838.68,151
2023-07-24,101,Electronics,37,239.33,8855.25,19
2023-07-24,102,Electronics,13,105.29,1368.79,166
2023-07-24,103,Electronics,43,171.32,7366.94,80
2023-07-24,201,Clothing,37,72.31,2675.45,51
2023-07-24,202,Clothing,23,395.42,9094.6,138
2023-07-24,203,Clothing,35,394.24,13798.55,136
2023-07-24,301,Groceries,29,19.21,557.19,5
2023-07-24,302,Groceries,45,33.84,1522.94,25
2023-07-24,303,Groceries,45,49.84,2242.99,38
2023-07-25,101,Electronics,38,263.69,10020.12,200
2023-07-25,102,Electronics,48,395.88,19002.1,4
2023-07-25,103,Electronics,34,24.62,837.18,10
2023-07-25,201,Clothing,8,145.36,1162.88,57
2023-07-25,202,Clothing,46,33.87,1558.18,113
2023-07-25,203,Clothing,14,319.41,4471.72,187
2023-07-25,301,Groceries,41,8.23,337.31,110
2023-07-25,302,Groceries,33,15.46,510.22,36
2023-07-25,303,Groceries,13,46.53,604.91,81
2023-07-26,101,Electronics,6,478.33,2870.0,37
2023-07-26,102,Electronics,33,14.12,465.92,155
2023-07-26,103,Electronics,11,258.73,2846.05,191
2023-07-26,201,Clothing,36,243.03,8748.95,106
2023-07-26,202,Clothing,41,313.05,12835.09,44
2023-07-26,203,Clothing,9,361.4,3252.57,47
2023-07-26,301,Groceries,19,46.0,873.93,53
2023-07-26,302,Groceries,22,30.19,664.18,155
2023-07-26,303,Groceries,19,46.68,886.86,112
2023-07-27,101,Electronics,3,457.6,1372.81,29
2023-07-27,102,Electronics,39,238.48,9300.75,59
2023-07-27,103,Electronics,30,282.77,8483.12,179
2023-07-27,201,Clothing,35,227.48,7961.9,50
2023-07-27,202,Clothing,7,214.44,1501.11,96
2023-07-27,203,Clothing,7,188.01,1316.09,12
2023-07-27,301,Groceries,2,29.43,58.86,55
2023-07-27,302,Groceries,2,20.66,41.31,22
2023-07-27,303,Groceries,27,31.13,840.61,9
2023-07-28,101,Electronics,15,493.41,7401.18,140
2023-07-28,102,Electronics,30,143.06,4291.77,45
2023-07-28,103,Electronics,22,428.67,9430.81,42
2023-07-28,201,Clothing,42,297.14,12479.88,148
2023-07-28,202,Clothing,43,285.28,12267.08,91
2023-07-28,203,Clothing,4,92.71,370.84,115
2023-07-28,301,Groceries,10,30.71,307.1,87
2023-07-28,302,Groceries,7,44.77,313.36,108
2023-07-28,303,Groceries,9,17.16,154.42,173
2023-07-29,101,Electronics,49,175.65,8607.02,63
2023-07-29,102,Electronics,37,431.13,15951.84,73
2023-07-29,103,Electronics,1,48.07,48.07,129
2023-07-29,201,Clothing,36,15.08,542.74,193
2023-07-29,202,Clothing,27,384.54,10382.49,45
2023-07-29,203,Clothing,2,133.26,266.52,173
2023-07-29,301,Groceries,22,8.4,184.82,72
2023-07-29,302,Groceries,28,40.38,1130.57,129
2023-07-29,303,Groceries,34,31.83,1082.21,174
2023-07-30,101,Electronics,20,294.65,5892.9,114
2023-07-30,102,Electronics,38,77.36,2939.65,173
2023-07-30,103,Electronics,46,39.36,1810.37,98
2023-07-30,201,Clothing,7,494.75,3463.26,13
2023-07-30,202,Clothing,50,86.76,4337.79,79
2023-07-30,203,Clothing,1,312.97,312.97,124
2023-07-30,301,Groceries,46,27.76,1276.86,146
2023-07-30,302,Groceries,43,17.54,754.26,103
2023-07-30,303,Groceries,30,41.13,1233.77,0
2023-07-31,101,Electronics,6,191.37,1148.22,153
2023-07-31,102,Electronics,20,286.83,5736.66,167
2023-07-31,103,Electronics,2,127.89,255.79,55
2023-07-31,201,Clothing,39,40.43,1576.78,50
2023-07-31,202,Clothing,9,304.53,2740.73,120
2023-07-31,203,Clothing,40,74.66,2986.22,48
2023-07-31,301,Groceries,47,42.53,1998.74,31
2023-07-31,302,Groceries,35,11.13,389.64,2
2023-07-31,303,Groceries,36,17.21,619.66,82
2023-08-01,101,Electronics,11,286.34,3149.78,116
2023-08-01,102,Electronics,41,102.72,4211.56,52
2023-08-01,103,Electronics,40,403.41,16136.26,196
2023-08-01,201,Clothing,7,426.1,2982.72,59
2023-08-01,202,Clothing,3,401.23,1203.69,1
2023-08-01,203,Clothing,48,200.66,9631.49,126
2023-08-01,301,Groceries,33,44.46,1467.04,158
2023-08-01,302,Groceries,28,31.92,893.83,92
2023-08-01,303,Groceries,26,43.2,1123.29,89
2023-08-02,101,Electronics,17,31.8,540.56,98
2023-08-02,102,Electronics,25,247.89,6197.19,149
2023-08-02,103,Electronics,40,140.82,5632.7,151
2023-08-02,201,Clothing,47,403.66,18972.22,120
2023-08-02,202,Clothing,40,420.87,16834.75,31
2023-08-02,203,Clothing,8,139.35,1114.77,143
2023-08-02,301,Groceries,29,17.52,508.14,137
2023-08-02,302,Groceries,22,48.44,1065.69,171
2023-08-02,303,Groceries,7,6.3,44.11,165
2023-08-03,101,Electronics,27,226.32,6110.63,60
2023-08-03,102,Electronics,49,142.83,6998.73,144
2023-08-03,103,Electronics,22,276.86,6090.89,95
2023-08-03,201,Clothing,24,434.12,10418.78,128
2023-08-03,202,Clothing,22,96.12,2114.58,40
2023-08-03,203,Clothing,34,434.43,14770.71,59
2023-08-03,301,Groceries,8,18.08,144.63,186
2023-08-03,302,Groceries,41,23.28,954.34,121
2023-08-03,303,Groceries,32,7.61,243.57,60
2023-08-04,101,Electronics,28,291.57,8163.92,61
2023-08-04,102,Electronics,41,165.37,6779.97,37
2023-08-04,103,Electronics,4,344.61,1378.46,21
2023-08-04,201,Clothing,35,176.94,6192.79,88
2023-08-04,202,Clothing,24,235.15,5643.53,79
2023-08-04,203,Clothing,12,405.48,4865.7,26
2023-08-04,301,Groceries,44,5.22,229.65,10
2023-08-04,302,Groceries,6,16.77,100.65,30
2023-08-04,303,Groceries,22,5.69,125.22,31
2023-08-05,101,Electronics,18,366.98,6605.67,110
2023-08-05,102,Electronics,20,212.39,4247.81,160
2023-08-05,103,Electronics,1,255.58,255.58,193
2023-08-05,201,Clothing,50,190.22,9511.02,12
2023-08-05,202,Clothing,34,494.11,16799.88,39
2023-08-05,203,Clothing,37,139.62,5165.96,160
2023-08-05,301,Groceries,37,14.69,543.67,199
2023-08-05,302,Groceries,49,19.45,952.9,50
2023-08-05,303,Groceries,28,42.81,1198.65,23
2023-08-06,101,Electronics,32,179.76,5752.16,186
2023-08-06,102,Electronics,7,476.6,3336.18,72
2023-08-06,103,Electronics,28,380.0,10639.86,184
2023-08-06,201,Clothing,44,208.28,9164.48,172
2023-08-06,202,Clothing,10,339.43,3394.29,71
2023-08-06,203,Clothing,23,270.38,6218.77,21
2023-08-06,301,Groceries,32,20.3,649.66,82
2023-08-06,302,Groceries,46,20.15,926.93,79
2023-08-06,303,Groceries,17,6.19,105.29,14
2023-08-07,101,Electronics,29,88.44,2564.72,46
2023-08-07,102,Electronics,11,414.93,4564.27,71
2023-08-07,103,Electronics,17,59.34,1008.78,74
2023-08-07,201,Clothing,45,314.83,14167.4,78
2023-08-07,202,Clothing,9,163.0,1467.04,75
2023-08-07,203,Clothing,48,304.37,14609.93,130
2023-08-07,301,Groceries,1,7.87,7.87,105
2023-08-07,302,Groceries,28,26.43,740.06,79
2023-08-07,303,Groceries,3,40.24,120.71,71
2023-08-08,101,Electronics,31,316.55,9813.0,86
2023-08-08,102,Electronics,10,92.24,922.36,74
2023-08-08,103,Electronics,36,33.49,1205.76,145
2023-08-08,201,Clothing,49,349.87,17143.75,79
2023-08-08,202,Clothing,32,62.49,1999.67,57
2023-08-08,203,Clothing,30,255.87,7676.25,191
2023-08-08,301,Groceries,11,44.06,484.64,69
2023-08-08,302,Groceries,50,36.66,1833.21,38
2023-08-08,303,Groceries,25,15.84,396.09,131
2023-08-09,101,Electronics,24,278.63,6687.21,132
2023-08-09,102,Electronics,47,460.13,21626.08,124
2023-08-09,103,Electronics,45,164.56,7405.12,174
2023-08-09,201,Clothing,10,339.67,3396.74,33
2023-08-09,202,Clothing,15,301.92,4528.82,57
2023-08-09,203,Clothing,36,89.41,3218.93,22
2023-08-09,301,Groceries,20,20.05,400.99,148
2023-08-09,302,Groceries,10,13.23,132.27,1
2023-08-09,303,Groceries,42,34.93,1467.06,180
2023-08-10,101,Electronics,30,90.38,2711.45,115
2023-08-10,102,Electronics,23,67.66,1556.28,54
2023-08-10,103,Electronics,28,139.72,3912.29,119
2023-08-10,201,Clothing,5,36.69,183.45,103
2023-08-10,202,Clothing,49,372.29,18242.16,152
2023-08-10,203,Clothing,8,314.26,2514.04,190
2023-08-10,301,Groceries,9,40.56,365.05,167
2023-08-10,302,Groceries,45,20.39,917.73,154
2023-08-10,303,Groceries,37,25.55,945.25,130
2023-08-11,101,Electronics,35,101.16,3540.68,9
2023-08-11,102,Electronics,25,238.2,5954.98,97
2023-08-11,103,Electronics,13,411.15,5344.93,175
2023-08-11,201,Clothing,6,473.05,2838.28,188
2023-08-11,202,Clothing,10,69.23,692.26,37
2023-08-11,203,Clothing,3,445.91,1337.72,24
2023-08-11,301,Groceries,30,24.97,749.24,12
2023-08-11,302,Groceries,26,28.8,748.81,149
2023-08-11,303,Groceries,50,31.78,1588.8,130
2023-08-12,101,Electronics,46,108.42,4987.37,8
2023-08-12,102,Electronics,29,26.84,778.42,73
2023-08-12,103,Electronics,30,478.67,14360.02,99
2023-08-12,201,Clothing,21,134.37,2821.84,159
2023-08-12,202,Clothing,14,417.23,5841.19,181
2023-08-12,203,Clothing,28,405.56,11355.68,143
2023-08-12,301,Groceries,26,20.5,533.03,11
2023-08-12,302,Groceries,5,10.52,52.62,176
2023-08-12,303,Groceries,33,46.15,1522.96,154
2023-08-13,101,Electronics,7,316.66,2216.6,109
2023-08-13,102,Electronics,32,53.17,1701.48,70
2023-08-13,103,Electronics,50,187.4,9369.9,115
2023-08-13,201,Clothing,18,393.02,7074.42,88
2023-08-13,202,Clothing,23,329.88,7587.35,48
2023-08-13,203,Clothing,16,477.25,7636.07,174
2023-08-13,301,Groceries,50,47.74,2387.04,114
2023-08-13,302,Groceries,1,14.19,14.19,137
2023-08-13,303,Groceries,12,43.09,517.1,25
2023-08-14,101,Electronics,44,170.07,7483.01,32
2023-08-14,102,Electronics,21,241.66,5074.81,186
2023-08-14,103,Electronics,22,407.03,8954.67,94
2023-08-14,201,Clothing,46,50.01,2300.34,198
2023-08-14,202,Clothing,22,121.27,2667.95,181
2023-08-14,203,Clothing,22,353.59,7778.99,54
2023-08-14,301,Groceries,22,14.54,319.85,16
2023-08-14,302,Groceries,9,13.49,121.39,106
2023-08-14,303,Groceries,8,19.7,157.57,130
2023-08-15,101,Electronics,21,267.93,5626.5,170
2023-08-15,102,Electronics,1,190.92,190.92,129
2023-08-15,103,Electronics,24,459.63,11031.01,74
2023-08-15,201,Clothing,7,130.5,913.53,109
2023-08-15,202,Clothing,26,274.39,7134.14,198
2023-08-15,203,Clothing,10,162.9,1628.99,67
2023-08-15,301,Groceries,37,43.7,1616.87,182
2023-08-15,302,Groceries,35,42.77,1496.95,105
2023-08-15,303,Groceries,28,48.96,1370.96,25
2023-08-16,101,Electronics,31,484.08,15006.51,93
2023-08-16,102,Electronics,22,486.74,10708.38,97
2023-08-16,103,Electronics,21,412.23,8656.74,73
2023-08-16,201,Clothing,30,33.9,1017.12,61
2023-08-16,202,Clothing,45,310.07,13953.2,20
2023-08-16,203,Clothing,25,309.57,7739.14,17
2023-08-16,301,Groceries,9,46.03,414.25,85
2023-08-16,302,Groceries,12,44.0,528.01,108
2023-08-16,303,Groceries,49,47.2,2312.7,65
2023-08-17,101,Electronics,8,315.72,2525.79,157
2023-08-17,102,Electronics,4,450.86,1803.45,74
2023-08-17,103,Electronics,4,291.29,1165.15,79
2023-08-17,201,Clothing,24,350.99,8423.68,19
2023-08-17,202,Clothing,14,224.3,3140.16,66
2023-08-17,203,Clothing,48,312.29,14989.7,140
2023-08-17,301,Groceries,38,10.08,382.94,14
2023-08-17,302,Groceries,26,31.98,831.59,90
2023-08-17,303,Groceries,36,29.91,1076.77,23
2023-08-18,101,Electronics,10,491.01,4910.09,45
2023-08-18,102,Electronics,25,370.64,9266.08,38
2023-08-18,103,Electronics,31,381.94,11839.99,180
2023-08-18,201,Clothing,42,223.87,9402.56,191
2023-08-18,202,Clothing,3,21.41,64.24,5
2023-08-18,203,Clothing,15,87.91,1318.72,90
2023-08-18,301,Groceries,46,26.37,1212.85,4
2023-08-18,302,Groceries,37,10.08,372.91,70
2023-08-18,303,Groceries,1,34.54,34.54,127
2023-08-19,101,Electronics,33,413.57,13647.77,32
2023-08-19,102,Electronics,34,68.43,2326.59,170
2023-08-19,103,Electronics,8,92.03,736.27,88
2023-08-19,201,Clothing,43,179.31,7710.28,3
2023-08-19,202,Clothing,15,368.1,5521.51,96
2023-08-19,203,Clothing,26,400.34,10408.91,130
2023-08-19,301,Groceries,8,39.9,319.17,28
2023-08-19,302,Groceries,40,19.39,775.53,170
2023-08-19,303,Groceries,29,44.16,1280.73,94
2023-08-20,101,Electronics,37,423.97,15686.77,196
2023-08-20,102,Electronics,34,22.35,759.85,197
2023-08-20,103,Electronics,20,71.81,1436.17,82
2023-08-20,201,Clothing,14,320.14,4481.92,110
2023-08-20,202,Clothing,19,278.0,5281.92,39
2023-08-20,203,Clothing,49,201.7,9883.2,72
2023-08-20,301,Groceries,48,41.85,2008.95,79
2023-08-20,302,Groceries,9,12.36,111.26,68
2023-08-20,303,Groceries,30,20.43,612.85,168
2023-08-21,101,Electronics,8,72.73,581.82,68
2023-08-21,102,Electronics,28,283.21,7930.01,66
